YEAR,LocationAbbr,LocationDesc,TopicDesc,MeasureDesc,Data_Value,Sample_Size,Gender,Race,Age,Education
2016,GU,Guam,Cigarette Use (Adults),Current Smoking,40.3,120,Overall,All Races,Age 25 and Older,< 12th Grade
2016,GU,Guam,Cigarette Use (Adults),Current Smoking,27.9,427,Overall,All Races,Age 25 and Older,12th Grade
2016,GU,Guam,Cigarette Use (Adults),Current Smoking,19.3,825,Overall,All Races,Age 25 and Older,> 12th Grade
2016,GU,Guam,Cigarette Use (Adults),Current Smoking,16.9,350,Female,All Races,18 to 44 Years,All Grades
2016,HI,Hawaii,Cigarette Use (Adults),Current Smoking,13.1,"7,777",Overall,All Races,All Ages,All Grades
2016,HI,Hawaii,Cigarette Use (Adults),Current Smoking,15.1,"3,627",Male,All Races,All Ages,All Grades
2016,HI,Hawaii,Cigarette Use (Adults),Current Smoking,10.9,"4,150",Female,All Races,All Ages,All Grades
2016,HI,Hawaii,Cigarette Use (Adults),Current Smoking,8.1,62,Overall,African American,All Ages,All Grades
2016,HI,Hawaii,Cigarette Use (Adults),Current Smoking,,,Overall,American Indian/Alaska Native,All Ages,All Grades
2016,HI,Hawaii,Cigarette Use (Adults),Current Smoking,9.8,"2,707",Overall,Asian/Pacific Islander,All Ages,All Grades
2016,HI,Hawaii,Cigarette Use (Adults),Current Smoking,17.8,543,Overall,Hispanic,All Ages,All Grades
2016,HI,Hawaii,Cigarette Use (Adults),Current Smoking,12.7,"2,509",Overall,White,All Ages,All Grades
2016,HI,Hawaii,Cigarette Use (Adults),Current Smoking,12,478,Overall,All Races,18 to 24 Years,All Grades
2016,HI,Hawaii,Cigarette Use (Adults),Current Smoking,18,"1,690",Overall,All Races,25 to 44 Years,All Grades
2016,HI,Hawaii,Cigarette Use (Adults),Current Smoking,12.7,"2,961",Overall,All Races,45 to 64 Years,All Grades
2016,HI,Hawaii,Cigarette Use (Adults),Current Smoking,6.3,"2,649",Overall,All Races,65 Years and Older,All Grades
2016,HI,Hawaii,Cigarette Use (Adults),Current Smoking,24.6,273,Overall,All Races,Age 20 and Older,< 12th Grade
2016,HI,Hawaii,Cigarette Use (Adults),Current Smoking,18.3,"1,924",Overall,All Races,Age 20 and Older,12th Grade
2016,HI,Hawaii,Cigarette Use (Adults),Current Smoking,9.6,"5,445",Overall,All Races,Age 20 and Older,> 12th Grade
2016,HI,Hawaii,Cigarette Use (Adults),Current Smoking,22.2,259,Overall,All Races,Age 25 and Older,< 12th Grade
2016,HI,Hawaii,Cigarette Use (Adults),Current Smoking,19.2,"1,778",Overall,All Races,Age 25 and Older,12th Grade
2016,HI,Hawaii,Cigarette Use (Adults),Current Smoking,9.5,"5,249",Overall,All Races,Age 25 and Older,> 12th Grade
2016,HI,Hawaii,Cigarette Use (Adults),Current Smoking,14.6,"1,115",Female,All Races,18 to 44 Years,All Grades
2016,ID,Idaho,Cigarette Use (Adults),Current Smoking,14.5,"5,078",Overall,All Races,All Ages,All Grades
2016,ID,Idaho,Cigarette Use (Adults),Current Smoking,14.7,"2,118",Male,All Races,All Ages,All Grades
2016,ID,Idaho,Cigarette Use (Adults),Current Smoking,14.3,"2,960",Female,All Races,All Ages,All Grades
2016,ID,Idaho,Cigarette Use (Adults),Current Smoking,,,Overall,African American,All Ages,All Grades
2016,ID,Idaho,Cigarette Use (Adults),Current Smoking,28.6,77,Overall,American Indian/Alaska Native,All Ages,All Grades
2016,ID,Idaho,Cigarette Use (Adults),Current Smoking,,,Overall,Asian/Pacific Islander,All Ages,All Grades
2016,ID,Idaho,Cigarette Use (Adults),Current Smoking,8.1,272,Overall,Hispanic,All Ages,All Grades
2016,ID,Idaho,Cigarette Use (Adults),Current Smoking,14.8,"4,539",Overall,White,All Ages,All Grades
2016,ID,Idaho,Cigarette Use (Adults),Current Smoking,12.5,251,Overall,All Races,18 to 24 Years,All Grades
2016,ID,Idaho,Cigarette Use (Adults),Current Smoking,19,"1,024",Overall,All Races,25 to 44 Years,All Grades
2016,ID,Idaho,Cigarette Use (Adults),Current Smoking,14.3,"1,811",Overall,All Races,45 to 64 Years,All Grades
2016,ID,Idaho,Cigarette Use (Adults),Current Smoking,8.7,"1,992",Overall,All Races,65 Years and Older,All Grades
2016,ID,Idaho,Cigarette Use (Adults),Current Smoking,29.6,323,Overall,All Races,Age 20 and Older,< 12th Grade
2016,ID,Idaho,Cigarette Use (Adults),Current Smoking,21.6,"1,399",Overall,All Races,Age 20 and Older,12th Grade
2016,ID,Idaho,Cigarette Use (Adults),Current Smoking,9.4,"3,255",Overall,All Races,Age 20 and Older,> 12th Grade
2016,ID,Idaho,Cigarette Use (Adults),Current Smoking,29.8,315,Overall,All Races,Age 25 and Older,< 12th Grade
2016,ID,Idaho,Cigarette Use (Adults),Current Smoking,20.6,"1,327",Overall,All Races,Age 25 and Older,12th Grade
2016,ID,Idaho,Cigarette Use (Adults),Current Smoking,9.9,"3,160",Overall,All Races,Age 25 and Older,> 12th Grade
2016,ID,Idaho,Cigarette Use (Adults),Current Smoking,16,698,Female,All Races,18 to 44 Years,All Grades
2016,IL,Illinois,Cigarette Use (Adults),Current Smoking,15.8,"4,609",Overall,All Races,All Ages,All Grades
2016,IL,Illinois,Cigarette Use (Adults),Current Smoking,18.7,"2,023",Male,All Races,All Ages,All Grades
2016,IL,Illinois,Cigarette Use (Adults),Current Smoking,13,"2,586",Female,All Races,All Ages,All Grades
2016,IL,Illinois,Cigarette Use (Adults),Current Smoking,21.2,583,Overall,African American,All Ages,All Grades
2016,IL,Illinois,Cigarette Use (Adults),Current Smoking,,,Overall,American Indian/Alaska Native,All Ages,All Grades
2016,IL,Illinois,Cigarette Use (Adults),Current Smoking,7.1,173,Overall,Asian/Pacific Islander,All Ages,All Grades
2016,IL,Illinois,Cigarette Use (Adults),Current Smoking,9.9,452,Overall,Hispanic,All Ages,All Grades
2016,IL,Illinois,Cigarette Use (Adults),Current Smoking,16.3,"3,280",Overall,White,All Ages,All Grades
2016,IL,Illinois,Cigarette Use (Adults),Current Smoking,14.5,357,Overall,All Races,18 to 24 Years,All Grades
2016,IL,Illinois,Cigarette Use (Adults),Current Smoking,18.5,"1,084",Overall,All Races,25 to 44 Years,All Grades
2016,IL,Illinois,Cigarette Use (Adults),Current Smoking,17.2,"1,647",Overall,All Races,45 to 64 Years,All Grades
2016,IL,Illinois,Cigarette Use (Adults),Current Smoking,9.4,"1,521",Overall,All Races,65 Years and Older,All Grades
2016,IL,Illinois,Cigarette Use (Adults),Current Smoking,17.7,317,Overall,All Races,Age 20 and Older,< 12th Grade
2016,IL,Illinois,Cigarette Use (Adults),Current Smoking,23.2,990,Overall,All Races,Age 20 and Older,12th Grade
2016,IL,Illinois,Cigarette Use (Adults),Current Smoking,12.7,"3,192",Overall,All Races,Age 20 and Older,> 12th Grade
2016,IL,Illinois,Cigarette Use (Adults),Current Smoking,17.3,309,Overall,All Races,Age 25 and Older,< 12th Grade
2016,IL,Illinois,Cigarette Use (Adults),Current Smoking,23.4,937,Overall,All Races,Age 25 and Older,12th Grade
2016,IL,Illinois,Cigarette Use (Adults),Current Smoking,12.6,"3,005",Overall,All Races,Age 25 and Older,> 12th Grade
2016,IL,Illinois,Cigarette Use (Adults),Current Smoking,13,757,Female,All Races,18 to 44 Years,All Grades
2016,IN,Indiana,Cigarette Use (Adults),Current Smoking,21.1,"10,690",Overall,All Races,All Ages,All Grades
2016,IN,Indiana,Cigarette Use (Adults),Current Smoking,23.6,"4,409",Male,All Races,All Ages,All Grades
2016,IN,Indiana,Cigarette Use (Adults),Current Smoking,18.8,"6,281",Female,All Races,All Ages,All Grades
2016,IN,Indiana,Cigarette Use (Adults),Current Smoking,23,704,Overall,African American,All Ages,All Grades
2016,IN,Indiana,Cigarette Use (Adults),Current Smoking,36.1,92,Overall,American Indian/Alaska Native,All Ages,All Grades
2016,IN,Indiana,Cigarette Use (Adults),Current Smoking,11.2,116,Overall,Asian/Pacific Islander,All Ages,All Grades
2016,IN,Indiana,Cigarette Use (Adults),Current Smoking,17.8,349,Overall,Hispanic,All Ages,All Grades
2016,IN,Indiana,Cigarette Use (Adults),Current Smoking,21,"9,130",Overall,White,All Ages,All Grades
2016,IN,Indiana,Cigarette Use (Adults),Current Smoking,16.8,441,Overall,All Races,18 to 24 Years,All Grades
2016,IN,Indiana,Cigarette Use (Adults),Current Smoking,25.1,"1,843",Overall,All Races,25 to 44 Years,All Grades
2016,IN,Indiana,Cigarette Use (Adults),Current Smoking,24.7,"4,053",Overall,All Races,45 to 64 Years,All Grades
2016,IN,Indiana,Cigarette Use (Adults),Current Smoking,11.6,"4,353",Overall,All Races,65 Years and Older,All Grades
2016,IN,Indiana,Cigarette Use (Adults),Current Smoking,40.9,828,Overall,All Races,Age 20 and Older,< 12th Grade
2016,IN,Indiana,Cigarette Use (Adults),Current Smoking,27.1,"3,545",Overall,All Races,Age 20 and Older,12th Grade
2016,IN,Indiana,Cigarette Use (Adults),Current Smoking,13.6,"6,172",Overall,All Races,Age 20 and Older,> 12th Grade
2016,IN,Indiana,Cigarette Use (Adults),Current Smoking,39.3,808,Overall,All Races,Age 25 and Older,< 12th Grade
2016,IN,Indiana,Cigarette Use (Adults),Current Smoking,28,"3,438",Overall,All Races,Age 25 and Older,12th Grade
2016,IN,Indiana,Cigarette Use (Adults),Current Smoking,14,"5,983",Overall,All Races,Age 25 and Older,> 12th Grade
2016,IN,Indiana,Cigarette Use (Adults),Current Smoking,19.5,"1,195",Female,All Races,18 to 44 Years,All Grades
2016,IA,Iowa,Cigarette Use (Adults),Current Smoking,16.7,"7,004",Overall,All Races,All Ages,All Grades
2016,IA,Iowa,Cigarette Use (Adults),Current Smoking,17.7,"3,102",Male,All Races,All Ages,All Grades
2016,IA,Iowa,Cigarette Use (Adults),Current Smoking,15.8,"3,902",Female,All Races,All Ages,All Grades
2016,IA,Iowa,Cigarette Use (Adults),Current Smoking,28.4,112,Overall,African American,All Ages,All Grades
2016,IA,Iowa,Cigarette Use (Adults),Current Smoking,,,Overall,American Indian/Alaska Native,All Ages,All Grades
2016,IA,Iowa,Cigarette Use (Adults),Current Smoking,11.6,61,Overall,Asian/Pacific Islander,All Ages,All Grades
2016,IA,Iowa,Cigarette Use (Adults),Current Smoking,11,207,Overall,Hispanic,All Ages,All Grades
2016,IA,Iowa,Cigarette Use (Adults),Current Smoking,16.4,"6,470",Overall,White,All Ages,All Grades
2016,IA,Iowa,Cigarette Use (Adults),Current Smoking,15.5,374,Overall,All Races,18 to 24 Years,All Grades
2016,IA,Iowa,Cigarette Use (Adults),Current Smoking,21.2,"1,380",Overall,All Races,25 to 44 Years,All Grades
2016,IA,Iowa,Cigarette Use (Adults),Current Smoking,18.4,"2,592",Overall,All Races,45 to 64 Years,All Grades
2016,IA,Iowa,Cigarette Use (Adults),Current Smoking,8.4,"2,658",Overall,All Races,65 Years and Older,All Grades
2016,IA,Iowa,Cigarette Use (Adults),Current Smoking,28.1,339,Overall,All Races,Age 20 and Older,< 12th Grade
2016,IA,Iowa,Cigarette Use (Adults),Current Smoking,22,"2,256",Overall,All Races,Age 20 and Older,12th Grade
2016,IA,Iowa,Cigarette Use (Adults),Current Smoking,12.9,"4,272",Overall,All Races,Age 20 and Older,> 12th Grade
2016,IA,Iowa,Cigarette Use (Adults),Current Smoking,28.3,331,Overall,All Races,Age 25 and Older,< 12th Grade
2016,IA,Iowa,Cigarette Use (Adults),Current Smoking,21.8,"2,189",Overall,All Races,Age 25 and Older,12th Grade
2016,IA,Iowa,Cigarette Use (Adults),Current Smoking,13,"4,102",Overall,All Races,Age 25 and Older,> 12th Grade
2016,IA,Iowa,Cigarette Use (Adults),Current Smoking,18.3,897,Female,All Races,18 to 44 Years,All Grades
2016,KS,Kansas,Cigarette Use (Adults),Current Smoking,17.2,"11,548",Overall,All Races,All Ages,All Grades
2016,KS,Kansas,Cigarette Use (Adults),Current Smoking,18.7,"5,084",Male,All Races,All Ages,All Grades
2016,KS,Kansas,Cigarette Use (Adults),Current Smoking,15.7,"6,464",Female,All Races,All Ages,All Grades
2016,KS,Kansas,Cigarette Use (Adults),Current Smoking,25.4,432,Overall,African American,All Ages,All Grades
2016,KS,Kansas,Cigarette Use (Adults),Current Smoking,30.2,129,Overall,American Indian/Alaska Native,All Ages,All Grades
2016,KS,Kansas,Cigarette Use (Adults),Current Smoking,11,116,Overall,Asian/Pacific Islander,All Ages,All Grades
2016,KS,Kansas,Cigarette Use (Adults),Current Smoking,14.2,566,Overall,Hispanic,All Ages,All Grades
2016,KS,Kansas,Cigarette Use (Adults),Current Smoking,16.5,"10,002",Overall,White,All Ages,All Grades
2016,KS,Kansas,Cigarette Use (Adults),Current Smoking,12.4,665,Overall,All Races,18 to 24 Years,All Grades
2016,KS,Kansas,Cigarette Use (Adults),Current Smoking,22.2,"2,517",Overall,All Races,25 to 44 Years,All Grades
2016,KS,Kansas,Cigarette Use (Adults),Current Smoking,18.8,"4,320",Overall,All Races,45 to 64 Years,All Grades
2016,KS,Kansas,Cigarette Use (Adults),Current Smoking,9.8,"4,049",Overall,All Races,65 Years and Older,All Grades
2016,KS,Kansas,Cigarette Use (Adults),Current Smoking,31.6,558,Overall,All Races,Age 20 and Older,< 12th Grade
2016,KS,Kansas,Cigarette Use (Adults),Current Smoking,24.7,"3,081",Overall,All Races,Age 20 and Older,12th Grade
2016,KS,Kansas,Cigarette Use (Adults),Current Smoking,12.5,"7,716",Overall,All Races,Age 20 and Older,> 12th Grade
2016,KS,Kansas,Cigarette Use (Adults),Current Smoking,32.6,534,Overall,All Races,Age 25 and Older,< 12th Grade
2016,KS,Kansas,Cigarette Use (Adults),Current Smoking,25.1,"2,953",Overall,All Races,Age 25 and Older,12th Grade
2016,KS,Kansas,Cigarette Use (Adults),Current Smoking,12.9,"7,379",Overall,All Races,Age 25 and Older,> 12th Grade
2016,KS,Kansas,Cigarette Use (Adults),Current Smoking,17.4,"1,620",Female,All Races,18 to 44 Years,All Grades
2016,KY,Kentucky,Cigarette Use (Adults),Current Smoking,24.5,"9,978",Overall,All Races,All Ages,All Grades
2016,KY,Kentucky,Cigarette Use (Adults),Current Smoking,25,"4,067",Male,All Races,All Ages,All Grades
2016,KY,Kentucky,Cigarette Use (Adults),Current Smoking,24,"5,911",Female,All Races,All Ages,All Grades
2016,KY,Kentucky,Cigarette Use (Adults),Current Smoking,26.5,853,Overall,African American,All Ages,All Grades
2016,KY,Kentucky,Cigarette Use (Adults),Current Smoking,48.7,72,Overall,American Indian/Alaska Native,All Ages,All Grades
2016,KY,Kentucky,Cigarette Use (Adults),Current Smoking,1.8,58,Overall,Asian/Pacific Islander,All Ages,All Grades
2016,KY,Kentucky,Cigarette Use (Adults),Current Smoking,20.1,101,Overall,Hispanic,All Ages,All Grades
2016,KY,Kentucky,Cigarette Use (Adults),Current Smoking,24.3,"8,550",Overall,White,All Ages,All Grades
2016,KY,Kentucky,Cigarette Use (Adults),Current Smoking,17.3,660,Overall,All Races,18 to 24 Years,All Grades
2016,KY,Kentucky,Cigarette Use (Adults),Current Smoking,33.2,"2,101",Overall,All Races,25 to 44 Years,All Grades
2016,KY,Kentucky,Cigarette Use (Adults),Current Smoking,26.2,"4,024",Overall,All Races,45 to 64 Years,All Grades
2016,KY,Kentucky,Cigarette Use (Adults),Current Smoking,12.4,"3,193",Overall,All Races,65 Years and Older,All Grades
2016,KY,Kentucky,Cigarette Use (Adults),Current Smoking,39.7,880,Overall,All Races,Age 20 and Older,< 12th Grade
2016,KY,Kentucky,Cigarette Use (Adults),Current Smoking,30.7,"3,041",Overall,All Races,Age 20 and Older,12th Grade
2016,KY,Kentucky,Cigarette Use (Adults),Current Smoking,17,"5,836",Overall,All Races,Age 20 and Older,> 12th Grade
2016,KY,Kentucky,Cigarette Use (Adults),Current Smoking,40.3,860,Overall,All Races,Age 25 and Older,< 12th Grade
2016,KY,Kentucky,Cigarette Use (Adults),Current Smoking,30.1,"2,915",Overall,All Races,Age 25 and Older,12th Grade
2016,KY,Kentucky,Cigarette Use (Adults),Current Smoking,17.4,"5,524",Overall,All Races,Age 25 and Older,> 12th Grade
2016,KY,Kentucky,Cigarette Use (Adults),Current Smoking,29.1,"1,472",Female,All Races,18 to 44 Years,All Grades
2016,LA,Louisiana,Cigarette Use (Adults),Current Smoking,22.8,"5,018",Overall,All Races,All Ages,All Grades
2016,LA,Louisiana,Cigarette Use (Adults),Current Smoking,25.5,"1,883",Male,All Races,All Ages,All Grades
2016,LA,Louisiana,Cigarette Use (Adults),Current Smoking,20.2,"3,135",Female,All Races,All Ages,All Grades
2016,LA,Louisiana,Cigarette Use (Adults),Current Smoking,22.3,"1,170",Overall,African American,All Ages,All Grades
2016,LA,Louisiana,Cigarette Use (Adults),Current Smoking,25.3,62,Overall,American Indian/Alaska Native,All Ages,All Grades
2016,LA,Louisiana,Cigarette Use (Adults),Current Smoking,,,Overall,Asian/Pacific Islander,All Ages,All Grades
2016,LA,Louisiana,Cigarette Use (Adults),Current Smoking,25.8,142,Overall,Hispanic,All Ages,All Grades
2016,LA,Louisiana,Cigarette Use (Adults),Current Smoking,22.6,"3,425",Overall,White,All Ages,All Grades
2016,LA,Louisiana,Cigarette Use (Adults),Current Smoking,21.4,206,Overall,All Races,18 to 24 Years,All Grades
2016,LA,Louisiana,Cigarette Use (Adults),Current Smoking,28.6,932,Overall,All Races,25 to 44 Years,All Grades
2016,LA,Louisiana,Cigarette Use (Adults),Current Smoking,23.7,"1,895",Overall,All Races,45 to 64 Years,All Grades
2016,LA,Louisiana,Cigarette Use (Adults),Current Smoking,11.5,"1,986",Overall,All Races,65 Years and Older,All Grades
2016,LA,Louisiana,Cigarette Use (Adults),Current Smoking,37.2,540,Overall,All Races,Age 20 and Older,< 12th Grade
2016,LA,Louisiana,Cigarette Use (Adults),Current Smoking,24.5,"1,615",Overall,All Races,Age 20 and Older,12th Grade
2016,LA,Louisiana,Cigarette Use (Adults),Current Smoking,17.6,"2,793",Overall,All Races,Age 20 and Older,> 12th Grade
2016,LA,Louisiana,Cigarette Use (Adults),Current Smoking,34.8,530,Overall,All Races,Age 25 and Older,< 12th Grade
2016,LA,Louisiana,Cigarette Use (Adults),Current Smoking,25.1,"1,575",Overall,All Races,Age 25 and Older,12th Grade
2016,LA,Louisiana,Cigarette Use (Adults),Current Smoking,17.5,"2,700",Overall,All Races,Age 25 and Older,> 12th Grade
2016,LA,Louisiana,Cigarette Use (Adults),Current Smoking,24.8,627,Female,All Races,18 to 44 Years,All Grades
2016,ME,Maine,Cigarette Use (Adults),Current Smoking,19.8,"9,774",Overall,All Races,All Ages,All Grades
2016,ME,Maine,Cigarette Use (Adults),Current Smoking,21.6,"4,162",Male,All Races,All Ages,All Grades
2016,ME,Maine,Cigarette Use (Adults),Current Smoking,18,"5,612",Female,All Races,All Ages,All Grades
2016,ME,Maine,Cigarette Use (Adults),Current Smoking,,,Overall,African American,All Ages,All Grades
2016,ME,Maine,Cigarette Use (Adults),Current Smoking,38.1,102,Overall,American Indian/Alaska Native,All Ages,All Grades
2016,ME,Maine,Cigarette Use (Adults),Current Smoking,,,Overall,Asian/Pacific Islander,All Ages,All Grades
2016,ME,Maine,Cigarette Use (Adults),Current Smoking,23.5,79,Overall,Hispanic,All Ages,All Grades
2016,ME,Maine,Cigarette Use (Adults),Current Smoking,19.3,"9,255",Overall,White,All Ages,All Grades
2016,ME,Maine,Cigarette Use (Adults),Current Smoking,17.1,366,Overall,All Races,18 to 24 Years,All Grades
2016,ME,Maine,Cigarette Use (Adults),Current Smoking,28.2,"1,720",Overall,All Races,25 to 44 Years,All Grades
2016,ME,Maine,Cigarette Use (Adults),Current Smoking,21.5,"3,974",Overall,All Races,45 to 64 Years,All Grades
2016,ME,Maine,Cigarette Use (Adults),Current Smoking,8.4,"3,714",Overall,All Races,65 Years and Older,All Grades
